"filename","baybayin_text","latin_text"
"sentence_14.png","ᜀᜉ᜔   ᜆᜄ᜕ᜋ᜔ᜉᜌ᜔   ᜀᜌ᜔
ᜈᜉᜉᜁᜎᜉᜈ᜔   ᜈ   ᜁᜆ᜕ᜇ᜕
ᜋ᜕   ᜀᜉ᜔   ᜁᜌ᜕ᜉ᜔
ᜇ᜔ᜇ᜔ᜃᜐ᜔ᜌ᜕ᜈ᜔","Ang tagumpay ay nangangailangan na itodo mo ang iyong dedikasyon."
"sentence_15.png","ᜋᜑᜎᜄ   ᜈ   ᜁᜆ᜕ᜇ᜕
ᜈᜆ᜔ᜈ᜔   ᜀᜉ᜔   ᜀᜆ᜔ᜉ᜔
ᜋᜃᜃᜌ   ᜐ   ᜎᜑᜆ᜔
ᜉ᜔   ᜂᜉ᜕ᜇ᜔ᜆ᜕ᜈ᜔ᜇᜇ᜔","Mahalaga na itodo natin ang ating makakaya sa lahat ng oportunidad."
"sentence_16.png","ᜉ᜔ᜈᜌ᜕ᜑᜈ᜔   ᜐ᜔ᜌᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜉᜄ᜔ᜐ᜔ᜐ᜔ᜃᜉ᜔   ᜐ
ᜁᜈ᜔ᜐᜌ᜕   ᜉᜇ   ᜐ
ᜎᜇ᜕","Pinayuhan siyang itodo ang pagsisikap sa ensayo para sa laro."
"sentence_17.png","ᜑ᜕ᜏᜄ᜔   ᜃᜉ᜔   ᜋᜄᜆ᜕ᜊ᜔ᜎ᜔ᜉ᜔
ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔   ᜁᜌ᜕ᜉ᜔
ᜉᜄ᜔ᜉᜉᜑᜌᜄ᜔","Huwag kang mag-atubiling itodo ang iyong pagpapahayag."
"sentence_18.png","ᜁᜆ᜕ᜇ᜕   ᜈᜆ᜔ᜈ᜔   ᜀᜉ᜔
ᜆ᜔ᜇᜊᜑ᜕   ᜉᜇ   ᜋᜀᜄ
ᜆᜌ᜕ᜉ᜔   ᜋᜆᜉ᜕ᜐ᜔","Itodo natin ang trabaho para maaga tayong matapos."
"sentence_19.png","ᜁᜆ᜕ᜇ᜕   ᜈᜆ᜔ᜈ᜔   ᜀᜉ᜔
ᜐ᜕ᜉ᜕ᜇ᜔ᜆ   ᜐ   ᜃᜁᜊ᜔ᜄᜈ᜔
ᜈᜆ᜔ᜈ᜔","Itodo natin ang suporta sa kaibigan natin."
"sentence_20.png","ᜐ᜔ᜄ᜕ᜇᜇ᜕ᜑ᜔ᜈ᜔   ᜋ᜕ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜉᜄ᜔ᜑᜑᜈ᜔ᜇ   ᜉᜇ
ᜐ   ᜁᜀᜋ᜔ᜐ᜔","Siguraduhin mong itodo ang paghahanda para sa exams."
"sentence_21.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜉᜄ᜔ᜑᜑᜈ᜔ᜇ   ᜑᜊᜉ᜔   ᜋᜌ᜔
ᜉᜈᜑ᜕ᜈ᜔   ᜉ","Itodo mo ang paghahanda habang may panahon pa."
"sentence_22.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜈ᜔ᜌ   ᜃᜌᜉ᜔
ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔   ᜃᜈ᜔ᜌᜉ᜔
ᜎᜃᜐ᜔   ᜇᜑ᜔ᜎ᜔   ᜋᜐᜃ᜔ᜆ᜔
ᜀᜉ᜔   ᜊ᜔ᜇᜐ᜕   ᜈ᜔ᜌ","Hindi niya kayang itodo ang kanyang lakas dahil masakit ang braso niya."
"sentence_23.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜉᜄ᜔ᜁᜈ᜔ᜐᜌ᜕   ᜉ᜔ᜇ᜕   ᜑ᜕ᜏᜄ᜔
ᜐ᜕ᜐ᜕ᜊ᜔ᜇ","Itodo mo ang pag-eensayo pero huwag sosobra."
"sentence_24.png","ᜁᜆ᜕ᜇ᜕   ᜈᜆ᜔ᜈ᜔   ᜀᜉ᜔
ᜆ᜔ᜀᜋ᜔ᜏ᜕ᜇ᜔ᜃ᜔   ᜉᜇ   ᜋᜈᜎ᜕
ᜆᜌ᜕","Itodo natin ang teamwork para manalo tayo."
"sentence_25.png","ᜃᜁᜎᜉᜈ᜔   ᜈᜆ᜔ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜉᜄ᜔ᜉᜉ᜔ᜎᜈ᜕   ᜉᜇ
ᜐ   ᜐ᜕ᜐ᜕ᜈ᜕ᜇ᜔   ᜈ
ᜉ᜔ᜇ᜕ᜌ᜔ᜃ᜔ᜆ᜕","Kailangan nating itodo ang pagpaplano para sa susunod na proyekto."
"sentence_26.png","ᜋᜀᜇ᜔   ᜋ᜕   ᜊᜉ᜔
ᜁᜆ᜕ᜇ᜕   ᜐ   ᜀᜃ᜔ᜈ᜔
ᜃ᜕ᜉ᜔   ᜉᜀᜈ᜕   ᜎ᜕ᜆ᜕ᜁᜈ᜔
ᜁᜆ᜕","Maari mo bang ituro sa akin kung paano lutuin ito?"
"sentence_27.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜐᜃ᜔ᜈ᜔
ᜀᜉ᜔   ᜆᜋᜉ᜔   ᜇᜀᜈ᜔
ᜉᜉ᜕ᜈ᜔ᜆ   ᜐ   ᜂᜐ᜔ᜉ᜔ᜆᜎ᜔","ituro mo sakin ang tamang daan papunta sa ospital."
"sentence_28.png","ᜄ᜕ᜐ᜔ᜆ᜕   ᜉ᜔   ᜄ᜕ᜇ᜕
ᜈ   ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔
ᜀᜎ᜔ᜉᜊ᜔ᜆ᜕   ᜐ   ᜋ᜔ᜄ
ᜊᜆ","Gusto ng guro na ituro ang alpabeto sa mga bata."
"sentence_29.png","ᜉ᜔ᜏ᜔ᜇ᜔   ᜋ᜕   ᜊᜉ᜔
ᜁᜆ᜕ᜇ᜕   ᜃ᜕ᜉ᜔   ᜐᜀᜈ᜔
ᜋ᜕   ᜈᜑ᜕ᜎ᜕ᜄ᜔   ᜀᜉ᜔
ᜐ᜕ᜐ᜔","Pwede mo bang ituro kung saan mo nahulog ang susi?"
"sentence_30.png","ᜋᜑᜎᜄᜉ᜔   ᜁᜆ᜕ᜇ᜕   ᜐ
ᜃᜊᜆᜀᜈ᜔   ᜀᜉ᜔   ᜃᜑᜎᜄᜑᜈ᜔
ᜉ᜔   ᜉᜄ᜔ᜄᜎᜉ᜔","Mahalagang ituro sa kabataan ang kahalagahan ng paggalang."
"sentence_31.png","ᜐ᜔ᜈ᜕ᜊ᜕ᜃᜈ᜔   ᜈ᜔ᜌᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜃ᜕ᜉ᜔   ᜐ᜔ᜈ᜕   ᜀᜉ᜔
ᜄ᜕ᜋᜏ   ᜉ᜔   ᜃᜎ᜕ᜃ᜕ᜑᜈ᜔","Sinubukan niyang ituro kung sino ang gumawa ng kalokohan."
"sentence_32.png","ᜇᜉᜆ᜔   ᜈᜆ᜔ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜏᜐ᜔ᜆ᜕ᜉ᜔   ᜉᜄ᜔ᜄᜋ᜔ᜆ᜔
ᜉ᜔   ᜋ᜔ᜄ   ᜄᜇ᜔ᜄ᜔ᜆ᜔","Dapat nating ituro ang wastong paggamit ng mga gadget."
"sentence_33.png","ᜉᜃ᜔ᜃ᜔ᜂᜐᜉ᜔   ᜁᜆ᜕ᜇ᜕   ᜋ᜕
ᜃ᜕ᜉ᜔   ᜈᜐᜀᜈ᜔   ᜀᜉ᜔
ᜀᜃ᜔ᜉ᜔   ᜂᜉ᜕ᜀᜈ᜔   ᜐ
ᜐ᜔ᜈ᜔ᜑᜈ᜔","Pakikiusap, ituro mo kung nasaan ang aking upuan sa sinehan."
"sentence_34.png","ᜈᜁᜐ᜔   ᜈ᜔ᜎᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜋ᜔ᜄ   ᜎ᜕ᜋᜉ᜔
ᜆ᜔ᜇᜇ᜔ᜐ᜔ᜌ᜕ᜈ᜔   ᜐ   ᜐ᜕ᜐ᜕ᜈ᜕ᜇ᜔
ᜈ   ᜑ᜔ᜈ᜔ᜇᜐ᜔ᜌ᜕ᜈ᜔","Nais nilang ituro ang mga lumang tradisyon sa susunod na henerasyon."
"sentence_35.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜈ᜔ᜌ   ᜃᜌᜉ᜔
ᜁᜆ᜕ᜇ᜕   ᜃ᜕ᜉ᜔   ᜈᜐᜀᜈ᜔
ᜀᜉ᜔   ᜎ᜕ᜄᜇ᜔   ᜈ
ᜉ᜔ᜈᜄ᜔ᜆᜆᜄ᜕ᜀᜈ᜔   ᜈ᜔ᜎ","Hindi niya kayang ituro kung nasaan ang lugar na pinagtataguan nila."
"sentence_36.png","ᜀᜉ᜔   ᜋ᜔ᜐ᜔ᜌ᜕ᜈ᜔   ᜉ᜔
ᜉᜀᜇᜎᜈ᜔   ᜀᜌ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜁᜊᜆ᜔   ᜁᜊᜉ᜔
ᜃᜀᜎᜋᜈ᜔","Ang misyon ng paaralan ay ituro ang iba't ibang kaalaman."
"sentence_37.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜐᜃ᜔ᜈ᜔
ᜃ᜕ᜉ᜔   ᜐᜀᜈ᜔   ᜋᜆᜆᜄ᜔ᜉ᜕ᜀᜈ᜔
ᜀᜉ᜔   ᜊ᜕ᜎᜃ᜔ᜎᜃ᜔   ᜈ
ᜁᜌ᜕ᜈ᜔","ituro mo sakin kung saan matatagpuan ang bulaklak na iyon."
"sentence_38.png","ᜇᜉᜆ᜔   ᜈᜆ᜔ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜐ   ᜃᜈ᜔ᜎ   ᜃ᜕ᜉ᜔
ᜉᜀᜈ᜕   ᜋᜄ᜔ᜉ᜔   ᜇ᜔ᜐ᜔ᜉ᜕ᜈ᜔ᜐᜊ᜔ᜎ᜔","Dapat nating ituro sa kanila kung paano maging responsable."
"sentence_39.png","ᜐ᜔ᜈ᜔ᜃᜉ᜔   ᜈ᜔ᜌᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜇ᜔ᜇ᜔ᜃ᜔ᜐ᜔ᜌ᜕ᜈ᜔   ᜐ
ᜈᜎ᜔ᜄᜏ᜔   ᜈ   ᜆ᜕ᜇ᜔ᜐ᜔ᜆ","Sinikap niyang ituro ang direksyon sa naligaw na turista."
"sentence_40.png","ᜀᜉ᜔   ᜋᜄ᜕ᜎᜉ᜔   ᜀᜌ᜔
ᜋᜌ᜔   ᜇ᜔ᜐ᜔ᜉ᜕ᜈ᜔ᜐ᜔ᜊ᜔ᜎ᜔ᜇᜇ᜔   ᜈ
ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔   ᜋᜊ᜕ᜆ᜔ᜉ᜔
ᜀᜐᜎ᜔","Ang magulang ay may responsibilidad na ituro ang mabuting asal."
"sentence_41.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜃ᜕   ᜀᜎᜋ᜔
ᜃ᜕ᜉ᜔   ᜉᜀᜈ᜕   ᜁᜆ᜕ᜇ᜕
ᜈᜉ᜔   ᜋᜎ᜔ᜈᜏ᜔   ᜀᜉ᜔
ᜉᜄ᜔ᜃᜃᜁᜊ   ᜉ᜔   ᜇᜎᜏᜉ᜔
ᜃ᜕ᜎᜌ᜔","Hindi ko alam kung paano ituro nang malinaw ang pagkakaiba ng dalawang kulay."
"sentence_42.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜃ᜕ᜉ᜔
ᜈᜐᜀᜈ᜔   ᜀᜉ᜔   ᜉ᜕ᜐ᜔ᜐ᜔ᜌ᜕ᜈ᜔
ᜉ᜔   ᜊ᜔ᜆ᜕ᜁᜈ᜔   ᜐ
ᜃᜎᜏᜃᜈ᜔","Ituro mo kung nasaan ang posisyon ng bituin sa kalawakan."
"sentence_43.png","ᜀᜉ᜔   ᜎ᜕ᜎ᜕   ᜈ᜔ᜌ
ᜀᜉ᜔   ᜈᜄ᜔ᜃ᜕ᜐᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜐ   ᜃᜈ᜔ᜌ   ᜀᜉ᜔
ᜉᜄ᜔ᜎᜎᜇ᜕   ᜉ᜔   ᜄ᜔ᜆᜇ","Ang lolo niya ang nagkusang ituro sa kanya ang paglalaro ng gitara."
"sentence_44.png","ᜃᜁᜎᜉᜈ᜔   ᜈᜆ᜔ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜉᜄ᜔ᜏᜐ᜔   ᜐ
ᜉᜉᜈ᜔ᜊ᜔","Kailangan nating ituro ang pag-iwas sa panganib."
"sentence_45.png","ᜈᜇ᜔ᜈ᜔ᜄ᜔   ᜃ᜕ᜉ᜔   ᜄ᜕ᜐ᜔ᜆ᜕
ᜈ᜔ᜎᜉ᜔   ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔
ᜊᜄ᜕ᜉ᜔   ᜐᜌᜏ᜔   ᜐ
ᜎᜑᜆ᜔","Narinig kong gusto nilang ituro ang bagong sayaw sa lahat."
"sentence_46.png","ᜋᜀᜀᜇ᜔   ᜊᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜋ᜕   ᜃ᜕ᜉ᜔   ᜈᜐᜀᜈ᜔
ᜀᜉ᜔   ᜊᜈ᜔ᜌ᜕","Maaari bang ituro mo kung nasaan ang banyo?"
"sentence_47.png","ᜀᜉ᜔   ᜊᜏᜆ᜔   ᜋᜄ᜕ᜎᜉ᜔
ᜀᜌ᜔   ᜇᜉᜆ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜉᜈᜈᜋ᜔ᜉᜎᜆᜌ   ᜐ
ᜃᜈ᜔ᜎᜉ᜔   ᜀᜈᜃ᜔","Ang bawat magulang ay dapat ituro ang pananampalataya sa kanilang anak."
"sentence_48.png","ᜑ᜔ᜈ᜔ᜎ᜔ᜉ᜔   ᜈ᜔ᜌ   ᜐ
ᜀᜃ᜔ᜈ᜔   ᜈ   ᜁᜆ᜕ᜇ᜕
ᜃ᜕ᜉ᜔   ᜐ᜔ᜈ᜕   ᜀᜉ᜔
ᜃ᜔ᜇ᜔ᜋ᜔ᜈᜎ᜔","Hiniling niya sa akin na ituro kung sino ang kriminal."
"sentence_49.png","ᜐ   ᜃ᜔ᜎᜐ᜔   ᜋᜑᜎᜄ
ᜈ   ᜁᜆ᜕ᜇ᜕   ᜉ᜔
ᜄ᜕ᜇ᜕   ᜀᜉ᜔   ᜆᜋᜉ᜔
ᜄ᜔ᜇᜋᜆ᜔ᜃ","Sa klase, mahalaga na ituro ng guro ang tamang gramatika."
"sentence_50.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜃ᜕ᜉ᜔
ᜀᜎ᜔ᜈ᜔   ᜐ   ᜋ᜔ᜄ
ᜁᜆ᜕   ᜀᜉ᜔   ᜄ᜕ᜐ᜔ᜆ᜕
ᜋ᜕   ᜃᜁᜈ᜔ᜈ᜔","Ituro mo kung alin sa mga ito ang gusto mo kainin."
"sentence_51.png","ᜃᜁᜎᜉᜈ᜔   ᜋ᜕ᜉ᜔   ᜁᜆ᜕ᜇ᜕
ᜀᜉ᜔   ᜎᜃᜐ᜔   ᜋ᜕
ᜐ   ᜑ᜕ᜎ᜔ᜉ᜔   ᜊᜑᜄ᜔","Kailangan mong itodo ang lakas mo sa huling bahagi."
"sentence_52.png","ᜉᜇ   ᜋᜈᜎ᜕   ᜁᜆ᜕ᜇ᜕
ᜋ᜕   ᜀᜉ᜔   ᜊᜏᜆ᜔
ᜄᜎᜏ᜔","Para manalo, itodo mo ang bawat galaw."
"sentence_53.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜉ᜔ᜇᜆ᜔ᜁ   ᜋ᜕   ᜊᜄ᜕
ᜀᜉ᜔   ᜇ᜔ᜁᜆᜎ᜔   ᜊ᜕ᜃᜐ᜔","Itodo mo ang practice mo bago ang recital bukas."
"sentence_54.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜈ᜔ᜇ᜔ᜄ᜔ᜌ᜔   ᜋ᜕   ᜐ
ᜐᜌᜏ᜔   ᜋᜋᜌ","Itodo mo ang energy mo sa sayaw mamaya."
"sentence_55.png","ᜃ᜕ᜉ᜔   ᜐᜐᜎ᜔   ᜃ
ᜐ   ᜐ᜔ᜉ᜔ᜉ᜔   ᜂᜈ᜔ᜆ᜔ᜐ᜔ᜆ᜔
ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜈ
ᜀᜉ᜔   ᜊ᜕ᜐ᜔ᜐ᜔   ᜋ᜕","Kung sasali ka sa singing contest, itodo mo na ang boses mo."
"sentence_56.png","ᜐᜊ᜔   ᜉ᜔   ᜇ᜕ᜃ᜔ᜆ᜕ᜇ᜔
ᜁᜆ᜕ᜇ᜕   ᜃ᜕   ᜀᜉ᜔
ᜉᜑ᜔ᜉ   ᜉᜇ   ᜄ᜕ᜋᜎ᜔ᜉ᜔","Sabi ng doktor, itodo ko ang pahinga para gumaling."
"sentence_57.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜌ᜕ᜉ᜔   ᜉᜈᜎᜉ᜔ᜈ᜔   ᜃ᜕ᜉ᜔
ᜆᜎᜄᜉ᜔   ᜈᜁᜐ᜔   ᜋ᜕
ᜁᜌ᜕ᜈ᜔","Itodo mo ang iyong panalangin kung talagang nais mo iyon."
"sentence_58.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜉᜄ᜔ᜑᜑᜈ᜔ᜇ   ᜋ᜕   ᜉᜇ
ᜋᜃᜉᜐ   ᜐ   ᜁᜈ᜔ᜆ᜔ᜇ᜔ᜁᜁᜏ᜔","Itodo mo ang paghahanda mo para makapasa sa interview."
"sentence_59.png","ᜃ᜕ᜉ᜔   ᜋᜄ᜔ᜎᜎᜇ᜕   ᜃ
ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜌ᜕ᜉ᜔   ᜄᜎ᜔ᜉ᜔","Kung maglalaro ka, itodo mo ang iyong galing."
"sentence_60.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜈ᜔ᜇ᜔ᜄ᜔ᜌ᜔   ᜋ᜕   ᜐ
ᜐᜌᜏ᜔   ᜈ   ᜁᜆ᜕","Itodo mo ang energy mo sa sayaw na ito."
"sentence_61.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜌ᜕ᜉ᜔   ᜉᜄ᜔ᜑᜑᜈ᜔ᜇ   ᜊᜄ᜕
ᜀᜉ᜔   ᜇ᜔ᜁᜈ᜔ᜐ᜔   ᜋ᜕","Itodo mo ang iyong paghahanda bago ang defense mo."
"sentence_62.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜐᜉᜆ᜔   ᜀᜉ᜔
ᜃᜂᜈ᜔ᜆ᜔ᜉ᜔   ᜉᜄ᜔ᜐ᜔ᜐ᜔ᜃᜉ᜔   ᜇᜉᜆ᜔
ᜁᜆ᜕ᜇ᜕   ᜋ᜕","Hindi sapat ang kaunting pagsisikap, dapat itodo mo."
"sentence_63.png","ᜃ᜕ᜉ᜔   ᜄ᜕ᜐ᜔ᜆ᜕   ᜋ᜕ᜉ᜔
ᜉ᜕ᜋᜌᜆ᜔   ᜁᜆ᜕ᜇ᜕   ᜋ᜕
ᜀᜉ᜔   ᜁᜑ᜔ᜇ᜔ᜐ᜔ᜐ᜔ᜌ᜕","Kung gusto mong pumayat, itodo mo ang ehersisyo."
"sentence_64.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜁᜂᜇ᜔ᜆ᜔   ᜋ᜕   ᜉᜌ᜕ᜈ᜔
ᜉᜇ   ᜑ᜔ᜈ᜔ᜇ᜔   ᜃ
ᜋᜄ᜔ᜐ᜔ᜐ᜔   ᜐ   ᜑ᜕ᜎ᜔","Itodo mo ang effort mo ngayon para hindi ka magsisi sa huli."
"sentence_65.png","ᜇᜉᜆ᜔   ᜁᜆ᜕ᜇ᜕   ᜀᜉ᜔
ᜉᜄ᜔ᜎᜎᜀᜈ᜔   ᜉ᜔   ᜊᜇ᜔ᜌ᜔ᜆ᜔
ᜉ᜔   ᜄ᜕ᜊ᜔ᜌ᜔ᜇ᜔ᜈ᜕   ᜐ
ᜁᜇ᜕ᜃᜐ᜔ᜌ᜕ᜈ᜔","Dapat itodo ang paglalaan ng badyet ng gobyerno sa edukasyon."
"sentence_66.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜉ᜔ᜇᜆ᜔ᜁ   ᜋ᜕   ᜊᜄ᜕
ᜀᜉ᜔   ᜇ᜔ᜁᜆᜎ᜔","Itodo mo ang practice mo bago ang recital."
"sentence_67.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜐ᜔ᜉᜄ᜔   ᜋ᜕   ᜑᜊᜉ᜔
ᜊᜆ   ᜃ   ᜉ","Itodo mo ang sipag mo habang bata ka pa."
"sentence_68.png","ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜀᜉ᜔
ᜂᜂᜐ᜔   ᜋ᜕   ᜑᜊᜉ᜔
ᜈᜄ᜔ᜐᜐᜎ᜔ᜆ   ᜐ᜔   ᜐ᜔ᜇ᜔","Itodo mo ang focus mo habang nagsasalita si Sir."
"sentence_69.png","ᜃᜉᜄ᜔   ᜋᜌ᜔   ᜂᜉ᜕ᜇ᜔ᜆ᜕ᜈ᜔ᜇᜇ᜔
ᜁᜆ᜕ᜇ᜕   ᜋ᜕   ᜈ
ᜀᜉ᜔   ᜄᜎ᜔ᜉ᜔   ᜋ᜕","Kapag may oportunidad, itodo mo na ang galing mo."
