"filename","baybayin_text","latin_text"
"sentence_13.png","ᜎ᜔ᜊᜉᜈ᜔   ᜉ᜔   ᜋ᜔ᜄ
ᜃᜎᜎᜃ᜔ᜑᜈ᜔   ᜀᜉ᜔   ᜉᜄ᜔ᜎᜎᜇ᜕
ᜉ᜔   ᜊ᜕ᜎ","Libangan ng mga kalalakihan ang paglalaro ng bola."
"sentence_14.png","ᜐ᜔ᜈᜎ᜕   ᜃ᜕   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜊᜄ᜕   ᜁᜆ᜕
ᜆ᜕ᜋᜋ   ᜐ   ᜎ᜕ᜉ","Sinalo ko ang bola bago ito tumama sa lupa."
"sentence_15.png","ᜊ᜕ᜋ᜔ᜎ᜔   ᜐ᜔   ᜃ᜕ᜌ
ᜉ᜔   ᜊᜄ᜕ᜉ᜔   ᜊ᜕ᜎ
ᜂᜉᜉ᜔   ᜋᜄ᜔ᜎᜇ᜕   ᜉ᜔
ᜊᜐ᜔ᜃ᜔ᜆ᜔ᜊᜎ᜔ᜎ᜔","Bumili si kuya ng bagong bola upang maglaro ng basketball."
"sentence_16.png","ᜈᜁᜏᜈ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜎ᜕ᜂᜊ᜔   ᜉ᜔
ᜐ᜔ᜎ᜔ᜇᜇᜎᜈ᜔","Naiwan ang bola sa loob ng silid-aralan"
"sentence_17.png","ᜁᜈᜄᜏ᜔   ᜈ᜔ᜌ   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜋ᜕ᜎ   ᜐ
ᜃᜎᜊᜈ᜔","Inagaw niya ang bola mula sa kalaban."
"sentence_18.png","ᜑ᜕ᜏᜄ᜔   ᜋ᜕ᜉ᜔   ᜊ᜔ᜆᜏᜈ᜔
ᜀᜉ᜔   ᜊ᜕ᜎ   ᜃᜉᜄ᜔
ᜑ᜔ᜈ᜔ᜇ᜔   ᜃ   ᜉ
ᜆ᜔ᜆ᜔ᜇ","Huwag mong bitawan ang bola kapag hindi ka pa titira."
"sentence_19.png","ᜆ᜕ᜋᜎ᜔ᜊ᜕ᜄ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜇ᜔ᜉ᜔   ᜉ᜔ᜇ᜕
ᜑ᜔ᜈ᜔ᜇ᜔   ᜉ᜕ᜋᜐ᜕ᜃ᜔","Tumalbog ang bola sa ring pero hindi pumasok."
"sentence_20.png","ᜁᜈ᜔ᜎᜊᜐ᜔   ᜉ᜔   ᜇ᜔ᜁᜇ᜔ᜁ
ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉᜇ
ᜐ   ᜊᜄ᜕ᜉ᜔   ᜎᜎᜇ᜕","Inilabas ng referee ang bola para sa bagong lalaro."
"sentence_21.png","ᜈᜑ᜕ᜎ᜕ᜄ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜃᜋᜌ᜔   ᜈ᜔ᜌ
ᜋᜆᜉ᜕ᜐ᜔   ᜀᜉ᜔   ᜇ᜔ᜊ᜕ᜂᜈ᜔ᜇ᜔","Nahulog ang bola sa kamay niya matapos ang rebound."
"sentence_22.png","ᜋᜊ᜔ᜎ᜔ᜐ᜔   ᜈ᜔ᜌᜉ᜔   ᜁᜉ᜔ᜈᜐ
ᜀᜉ᜔   ᜊ᜕ᜎ   ᜊᜄ᜕
ᜐ᜔ᜌ   ᜋᜀᜄᜏᜈ᜔","Mabilis niyang ipinasa ang bola bago siya maagawan."
"sentence_23.png","ᜃ᜕ᜈ᜔ᜆ᜔ᜇ᜕ᜎᜇ᜕   ᜈ᜔ᜌ   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜑᜊᜉ᜔   ᜇ᜔ᜈ᜔ᜇ᜔ᜇ᜔ᜊ᜔ᜊ᜔ᜎ᜔
ᜁᜆ᜕   ᜐ   ᜊ᜕ᜂᜉ᜔
ᜂᜂᜇ᜔ᜆ᜔","Kontrolado niya ang bola habang dinidribble ito sa buong court."
"sentence_24.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉ᜔
ᜊ᜔ᜌ᜔ᜐ᜔ᜊ᜕ᜎ᜔   ᜀᜌ᜔   ᜋᜆ᜔ᜄᜐ᜔","Ang bola ng beysbol ay matigas."
"sentence_25.png","ᜈᜃᜆᜄ᜕   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜁᜎᜎ᜔ᜋ᜔   ᜉ᜔
ᜂᜉ᜕ᜀᜈ᜔","Nakatago ang bola sa ilalim ng upuan."
"sentence_26.png","ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ   ᜐ
ᜐᜊ᜕ᜈ᜔   ᜈ   ᜉᜈ᜔ᜎᜊ","Maraming bula sa sabon na panlaba."
"sentence_27.png","ᜀᜉ᜔   ᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ
ᜉ᜔   ᜐᜊ᜕ᜈ᜔   ᜑᜊᜉ᜔
ᜈᜄ᜔ᜑ᜕ᜑ᜕ᜄᜐ᜔   ᜀᜃ᜕   ᜉ᜔
ᜉ᜔ᜉ᜔ᜄᜈ᜔","Ang daming bula ng sabon habang naghuhugas ako ng pinggan."
"sentence_28.png","ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜎ᜕ᜋᜊᜐ᜔   ᜑᜊᜉ᜔   ᜈᜄ᜔ᜑ᜕ᜑ᜕ᜄᜐ᜔
ᜀᜃ᜕   ᜉ᜔   ᜉ᜔ᜉ᜔ᜄᜈ᜔","Maraming bula ang lumabas habang naghuhugas ako ng pinggan."
"sentence_29.png","ᜈᜄ᜔ᜃᜇ᜕ᜂᜈ᜔   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜁᜈ᜕ᜋ᜔ᜉ᜔   ᜄᜆᜐ᜔","Nagkaroon ng bula ang inuming gatas."
"sentence_30.png","ᜀᜌ᜕ᜃ᜕ᜉ᜔   ᜋᜃ᜔ᜆ   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜐ   ᜀᜃ᜔ᜉ᜔
ᜐ᜔ᜑᜋ᜔ᜉ᜕ᜂ","Ayokong makita ang bula sa aking shampoo."
"sentence_31.png","ᜋᜌ᜔   ᜋ᜔ᜄ   ᜊ᜕ᜎ
ᜐ   ᜁᜊᜊᜏ᜔   ᜉ᜔
ᜆ᜕ᜊ᜔ᜄ᜔   ᜇᜑ᜔ᜎ᜔   ᜐ
ᜇ᜔ᜆ᜔ᜇ᜔ᜄ᜔ᜈ᜔ᜆ᜔","May mga bula sa ibabaw ng tubig dahil sa detergent."
"sentence_32.png","ᜀᜉ᜔   ᜊᜆ   ᜀᜌ᜔
ᜈᜆ᜕ᜏᜉ᜔   ᜋᜄ᜔ᜎᜇ᜕   ᜉ᜔
ᜊ᜕ᜎ   ᜐ   ᜊᜈ᜔ᜌ᜕","Ang bata ay natuwang maglaro ng bula sa banyo."
"sentence_33.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜀᜌ᜔
ᜎ᜕ᜋ᜔ᜎ᜔ᜆᜏ᜔   ᜐ   ᜃ᜕ᜋ᜕ᜃ᜕ᜎ᜕ᜉ᜔
ᜆ᜕ᜊ᜔ᜄ᜔","Ang bula ay lumilitaw sa kumukulong tubig."
"sentence_34.png","ᜉ᜕ᜈ᜕   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜁᜊᜊᜏ᜔   ᜉ᜔
ᜆ᜕ᜊ᜔ᜄ᜔   ᜐ   ᜆ᜔ᜋ᜔ᜊ","Puno ng bula ang ibabaw ng tubig sa timba."
"sentence_35.png","ᜀᜉ᜔   ᜋ᜔ᜄ   ᜐᜊ᜕ᜈ᜔
ᜀᜌ᜔   ᜈᜃᜃᜄᜏ   ᜉ᜔
ᜊ᜕ᜎ","Ang mga sabon ay nakakagawa ng bula."
"sentence_36.png","ᜂᜋ᜔ᜁᜈ᜕ᜋ᜔   ᜐ᜔ᜌ   ᜉ᜔
ᜐ᜕ᜆ᜔ᜇ᜔ᜇ᜔ᜈ᜔ᜃ᜔ᜐ᜔   ᜃᜌ   ᜋᜌ᜔
ᜋ᜔ᜄ   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜊᜐ᜕   ᜈ᜔ᜌ","Umiinom siya ng softdrinks kaya may mga bula ang baso niya."
"sentence_37.png","ᜇᜑᜈ᜔ᜇᜑᜉ᜔   ᜉ᜕ᜋ᜕ᜆ᜕ᜃ᜔   ᜀᜉ᜔
ᜋ᜔ᜄ   ᜊ᜕ᜎ   ᜉ᜔
ᜐᜊ᜕ᜈ᜔","Dahan-dahang pumutok ang mga bula ng sabon."
"sentence_38.png","ᜋᜌ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜊ᜔ᜊ᜔ᜄ᜔   ᜉ᜔   ᜀᜐ᜕
ᜃᜌ   ᜇ᜔ᜈᜎ   ᜈᜋ᜔ᜈ᜔
ᜐ   ᜊ᜔ᜆ᜔ᜇ᜔ᜈᜇ᜔ᜌ᜕","May bula ang bibig ng aso kaya dinala namin sa beterinaryo."
"sentence_39.png","ᜋᜌ᜔   ᜋᜎ᜔ᜎ᜔ᜁᜆ᜔   ᜈ
ᜊ᜕ᜎ   ᜐ   ᜀᜂᜀᜇ᜔ᜂᜋ᜔
ᜇᜑ᜔ᜎ᜔   ᜐ   ᜀᜁᜇ᜔
ᜉ᜕ᜋ᜔ᜉ᜔","May maliliit na bula sa aquarium dahil sa air pump."
"sentence_40.png","ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜈᜊ᜕ᜂ   ᜐ   ᜏᜐ᜔ᜑ᜔ᜉ᜔
ᜋᜑ᜔ᜈ᜔","Maraming bula ang nabuo sa washing machine."
"sentence_41.png","ᜀᜉ᜔   ᜃᜈ᜔ᜌᜉ᜔   ᜃ᜔ᜏ᜔ᜈ᜔ᜆ᜕
ᜀᜌ᜔   ᜉ᜕ᜇ᜕   ᜊ᜕ᜎ
ᜎᜋᜉ᜔","Ang kanyang kwento ay puro bula lamang."
"sentence_42.png","ᜈᜊ᜕ᜂ   ᜀᜉ᜔   ᜋᜃᜃᜉᜎ᜔
ᜈ   ᜊ᜕ᜎ   ᜇᜑ᜔ᜎ᜔
ᜈᜐ᜕ᜊ᜔ᜇᜑᜈ᜔   ᜀᜉ᜔   ᜐᜊ᜕ᜈ᜔","Nabuo ang makakapal na bula dahil nasobrahan ang sabon."
"sentence_43.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉ᜔
ᜊ᜔ᜁᜇ᜔   ᜀᜌ᜔   ᜂᜋᜉᜏ᜔
ᜐ   ᜊᜐ᜕","Ang bula ng beer ay umapaw sa baso."
"sentence_44.png","ᜉ᜕ᜈ᜕   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜉᜎᜉ᜔ᜄᜈ   ᜉᜄ᜔ᜃᜆᜉ᜕ᜐ᜔
ᜋᜄ᜔ᜎᜊ","Puno ng bula ang palanggana pagkatapos maglaba."
"sentence_45.png","ᜀᜉ᜔   ᜃᜌᜋᜈᜈ᜔   ᜐ
ᜋ᜕ᜈ᜔ᜇ᜕   ᜀᜌ᜔   ᜋᜊ᜔ᜎ᜔ᜐ᜔
ᜋᜂᜊ᜕ᜐ᜔   ᜉ᜔   ᜉᜇᜉ᜔
ᜊ᜕ᜎ","Ang kayamanan sa mundo ay mabilis maubos ng parang bula."
"sentence_46.png","ᜀᜉ᜔   ᜐᜇᜉ᜔   ᜋᜎ᜔ᜄ᜕
ᜃᜉᜄ᜔   ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜐᜊ᜕ᜈ᜔","Ang sarap maligo kapag maraming bula ang sabon."
"sentence_47.png","ᜈᜄ᜕ᜂᜋᜉᜏ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜋ᜕ᜎ   ᜐ   ᜏᜐ᜔ᜑ᜔ᜉ᜔
ᜋᜑ᜔ᜈ᜔","Nag-uumapaw ang bula mula sa washing machine."
"sentence_48.png","ᜋᜌ᜔   ᜋᜃᜃᜉᜎ᜔   ᜈ
ᜊ᜕ᜎ   ᜐ   ᜁᜎ᜕ᜄ᜔
ᜇᜑ᜔ᜎ᜔   ᜋᜌ᜔   ᜈᜄ᜔ᜆᜉ᜕ᜈ᜔
ᜉ᜔   ᜐᜊ᜕ᜈ᜔","May makakapal na bula sa ilog dahil may nagtapon ng sabon."
"sentence_49.png","ᜀᜉ᜔   ᜐ᜕ᜇ   ᜈ
ᜁᜈ᜔ᜈ᜕ᜋ᜔   ᜈ᜔ᜌ   ᜀᜌ᜔
ᜋᜌ᜔   ᜊ᜕ᜎ","Ang soda na ininom nya ay may bula."
"sentence_50.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉ᜔
ᜐᜊ᜕ᜈ᜔   ᜀᜌ᜔   ᜃ᜕ᜋᜃᜉ᜔ᜆ᜔
ᜐ   ᜋ᜔ᜄ   ᜇ᜕ᜋ᜔","Ang bula ng sabon ay kumakapit sa mga dumi."
"sentence_51.png","ᜐ᜔ᜉᜁᜈ᜔   ᜋ᜕   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜉᜇ   ᜁᜆ᜕
ᜀᜌ᜔   ᜄ᜕ᜋ᜕ᜎ᜕ᜉ᜔","Sipain mo ang bola para ito ay gumulong."
"sentence_52.png","ᜀᜉ᜔   ᜐᜊ᜕ᜈ᜔   ᜀᜌ᜔
ᜄ᜕ᜋᜏ   ᜉ᜔   ᜋᜇᜋ᜔ᜉ᜔
ᜊ᜕ᜎ","Ang sabon ay gumawa ng maraming bula."
"sentence_53.png","ᜀᜉ᜔   ᜃᜈ᜔ᜎᜉ᜔   ᜊᜐ᜔ᜃ᜔ᜆ᜔ᜊ᜕ᜎ᜔
ᜂᜂᜇ᜔ᜆ᜔   ᜀᜌ᜔   ᜋᜇᜋ᜔ᜉ᜔
ᜊ᜕ᜎ","Ang kanilang basketbol court ay madaming bola."
"sentence_54.png","ᜉᜄ᜔   ᜃ᜕ᜋ᜕ᜎ᜕   ᜀᜉ᜔
ᜆ᜕ᜊ᜔ᜄ᜔   ᜀᜌ᜔   ᜁᜆ᜕
ᜀᜌ᜔   ᜈᜄ᜔ᜄ᜔ᜉ᜔   ᜁᜐᜉ᜔
ᜊ᜕ᜎ","Pag kumulo ang tubig ay ito ay nagiging isang bula."
"sentence_55.png","ᜀᜉ᜔   ᜀᜐ᜕   ᜀᜌ᜔
ᜋᜐᜌᜉ᜔   ᜑ᜔ᜈᜑᜊ᜕ᜎ᜔   ᜀᜉ᜔
ᜊ᜕ᜎ","Ang aso ay masayang hinahabol ang bola."
"sentence_56.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉ᜔
ᜐ᜔ᜑᜋ᜔ᜉ᜕ᜂ   ᜀᜌ᜔   ᜉ᜕ᜋᜐ᜕ᜃ᜔
ᜐ   ᜋᜆ   ᜃ᜕","Ang bula ng shampoo ay pumasok sa mata ko."
"sentence_57.png","ᜈ᜔ᜇ᜔ᜄᜎ᜕ᜑᜈ᜔   ᜐ᜔ᜌ   ᜉ᜔
ᜊ᜕ᜎ   ᜐ   ᜃᜈ᜔ᜌᜉ᜔
ᜃᜀᜇᜏᜈ᜔","Niregaluhan siya ng bola sa kanyang kaarawan."
"sentence_58.png","ᜇᜑᜈ᜔ᜇᜑᜉ᜔   ᜈᜏᜏᜎ   ᜀᜉ᜔
ᜋ᜔ᜄ   ᜊ᜕ᜎ   ᜑᜊᜉ᜔
ᜉ᜔ᜈ᜕ᜉ᜕ᜈᜐᜈ᜔   ᜃ᜕   ᜀᜉ᜔
ᜋ᜔ᜐ","Dahan-dahang nawawala ang mga bula habang pinupunasan ko ang mesa."
"sentence_59.png","ᜋᜄ᜔ᜃᜈ᜕   ᜀᜉ᜔   ᜁᜐᜉ᜔
ᜊ᜕ᜎ   ᜉ᜔   ᜊᜐ᜔ᜃ᜔ᜆ᜔ᜊ᜕ᜎ᜔","Magkano ang isang bola ng basketbol?"
"sentence_60.png","ᜂᜋ᜔ᜁᜉᜌ᜔   ᜀᜉ᜔   ᜐ᜕ᜆ᜔ᜇ᜔ᜇ᜔ᜈ᜔ᜃ᜔ᜐ᜔
ᜇᜑ᜔ᜎ᜔   ᜐ   ᜇᜋ᜔
ᜉ᜔   ᜊ᜕ᜎ   ᜈ᜔ᜆ᜕","Umiingay ang softdrinks dahil sa dami ng bula nito."
"sentence_61.png","ᜁᜊᜆ᜔ᜊᜉ᜔   ᜃ᜔ᜎᜐ᜔   ᜉ᜔
ᜊ᜕ᜎ   ᜀᜉ᜔   ᜄ᜔ᜈᜄᜋ᜔ᜆ᜔
ᜐ   ᜊᜏᜆ᜔   ᜎᜇ᜕","Ibat-ibang klase ng bola ang ginagamit sa bawat laro."
"sentence_62.png","ᜉ᜕ᜈ᜕   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜉᜎᜉ᜔ᜄᜈ   ᜋᜆᜉ᜕ᜐ᜔
ᜋᜄ᜔ᜎᜊ   ᜐ᜔   ᜈᜈᜌ᜔","Puno ng bula ang palanggana matapos maglaba si Nanay."
"sentence_63.png","ᜉ᜕ᜎ   ᜀᜉ᜔   ᜃ᜕ᜎᜌ᜔
ᜉ᜔   ᜀᜃ᜔ᜉ᜔   ᜉᜊ᜕ᜇ᜔ᜆ᜕ᜉ᜔
ᜊ᜕ᜎ","Pula ang kulay ng aking paboritong bola."
"sentence_64.png","ᜋᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ   ᜀᜉ᜔
ᜎ᜕ᜋᜊᜐ᜔   ᜐ   ᜋᜃ᜔ᜈᜉ᜔
ᜉᜈ᜔ᜎᜊ","Maraming bula ang lumabas sa makinang panlaba."
"sentence_65.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜈ᜔
ᜁᜆ᜔ᜑᜈ᜔   ᜀᜌ᜔   ᜎᜄ᜔
ᜈ᜔ᜌ   ᜉ᜔ᜈᜉᜑ᜔ᜇᜋ᜔   ᜐ
ᜃᜈ᜔ᜌᜉ᜔   ᜋ᜔ᜄ   ᜃᜁᜊ᜔ᜄᜈ᜔","Ang bola ni Ethan ay lagi nya pinapahiram sa kanyang mga kaibigan."
"sentence_66.png","ᜀᜉ᜔   ᜐᜊ᜕ᜈ᜔   ᜈ
ᜁᜆ᜕   ᜀᜌ᜔   ᜋᜇᜋ᜔ᜉ᜔
ᜊ᜕ᜎ   ᜃᜑ᜔ᜆ᜔   ᜃᜂᜈ᜔ᜆ᜔
ᜎᜉ᜔","Ang sabon na ito ay maraming bula kahit kaunti lang."
"sentence_67.png","ᜁᜉᜐ   ᜋ᜕   ᜐ
ᜀᜃ᜔ᜈ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜉᜇ   ᜋᜃᜁᜐ᜔ᜃ᜕ᜇ᜔   ᜆᜌ᜕","Ipasa mo sa akin ang bola para makaiskor tayo."
"sentence_68.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜐ
ᜇᜄᜆ᜔   ᜀᜌ᜔   ᜇᜎ
ᜉ᜔   ᜋᜎᜎᜃᜐ᜔   ᜈ
ᜀᜎ᜕ᜈ᜔","Ang bula sa dagat ay dala ng malalakas na alon."
"sentence_69.png","ᜊᜄ᜕   ᜋᜄ᜔   ᜂᜋ᜔ᜉ᜔ᜐ
ᜀᜉ᜔   ᜎᜇ᜕   ᜀᜌ᜔
ᜉ᜔ᜈ᜔ᜉ᜔ᜎ᜔   ᜋ᜕ᜈ   ᜈ᜔ᜎ
ᜀᜉ᜔   ᜄ᜕ᜐ᜔ᜆ᜕   ᜈ᜔ᜎᜉ᜔
ᜊ᜕ᜎ","Bago mag umpisa ang laro ay pinipili muna nila ang gusto nilang bola."
"sentence_70.png","ᜁᜉᜆ᜔   ᜃ   ᜊᜃ
ᜋᜌ᜔   ᜊ᜕ᜎ   ᜉ
ᜐ   ᜐᜑ᜔ᜄ᜔   ᜀᜆ᜔
ᜋᜇ᜕ᜎᜐ᜔   ᜃ","Ingat ka, baka may bula pa sa sahig at madulas ka."
"sentence_71.png","ᜐ᜔ᜈ᜔ᜉ   ᜈ᜔ᜌ   ᜀᜉ᜔
ᜊ᜕ᜎ   ᜈᜉ᜔   ᜋᜎᜃᜐ᜔","Sinipa niya ang bola nang malakas."
"sentence_72.png","ᜈᜃᜃᜆ᜕ᜏᜉ᜔   ᜉᜈ᜕ᜂᜇ᜔ᜈ᜔   ᜀᜉ᜔
ᜋ᜔ᜄ   ᜊ᜕ᜎ   ᜐ
ᜉ᜕ᜂᜎ᜔","Nakakatuwang panoorin ang mga bula sa pool."
"sentence_73.png","ᜀᜉ᜔   ᜊ᜕ᜎ   ᜉ᜔
ᜂᜆ᜔ᜊ᜕ᜎ᜔   ᜀᜌ᜔   ᜃ᜕ᜎᜌ᜔
ᜉ᜕ᜆ᜔   ᜀᜆ᜔   ᜁᜆ᜔ᜋ᜔","Ang bola ng futbol ay kulay puti at itim."
"sentence_74.png","ᜀᜉ᜔   ᜋ᜔ᜄ   ᜃ᜔ᜋ᜔ᜃᜎ᜔
ᜀᜌ᜔   ᜋᜇᜎᜐ᜔   ᜋᜌ᜔
ᜊ᜕ᜎ","Ang mga kemikal ay madalas may bula."
"sentence_75.png","ᜑ᜔ᜈᜑᜋ᜔ᜉᜐ᜔   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜎᜇ᜕ᜉ᜔   ᜊᜎ᜔ᜊ᜕ᜎ᜔","Hinahampas ang bola sa larong balibol."
"sentence_76.png","ᜀᜉ᜔   ᜇᜋ᜔ᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜁᜊᜊᜏ᜔   ᜉ᜔
ᜃᜉ᜔   ᜃ᜕   ᜇᜑ᜔ᜎ᜔
ᜐ   ᜇ᜔ᜀᜋ᜔ᜇ᜔","Ang daming bula sa ibabaw ng kape ko dahil sa creamer."
"sentence_77.png","ᜑ᜔ᜈ᜔ᜇ᜔   ᜎᜑᜆ᜔   ᜉ᜔
ᜊ᜕ᜎ   ᜐ   ᜉᜎ᜔ᜉ᜔ᜃ᜔
ᜀᜌ᜔   ᜂᜇ᜔ᜑ᜔ᜈᜎ᜔   ᜀᜆ᜔
ᜋᜌ᜔   ᜃᜎ᜔ᜇᜇ᜔","Hindi lahat ng bola sa palengke ay orihinal at may kalidad."
"sentence_78.png","ᜀᜉ᜔   ᜐ᜔ᜑᜋ᜔ᜉ᜕ᜂ   ᜀᜌ᜔
ᜄ᜕ᜋᜄᜏ   ᜉ᜔   ᜋᜃᜉᜎ᜔
ᜈ   ᜊ᜕ᜎ","Ang shampoo ay gumagawa ng makapal na bula."
"sentence_79.png","ᜈᜏᜎ   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜇᜋ᜕ᜑᜈ᜔","Nawala ang bola sa damuhan."
"sentence_80.png","ᜈᜄ᜔ᜃᜇ᜕ᜂᜈ᜔   ᜉ᜔   ᜊ᜕ᜎ
ᜀᜉ᜔   ᜐᜊᜏ᜔   ᜑᜊᜉ᜔
ᜃ᜕ᜋ᜕ᜃ᜕ᜎ᜕   ᜐ   ᜃᜎᜈ᜔","Nagkaroon ng bula ang sabaw habang kumukulo sa kalan."
"sentence_81.png","ᜃᜉᜄ᜔   ᜈ   ᜐ᜔ᜑ᜕ᜂᜆ᜔
ᜋ᜕   ᜀᜉ᜔   ᜊ᜕ᜎ
ᜐ   ᜎ᜔ᜈ᜔ᜌ   ᜈ
ᜁᜆ᜕   ᜀᜌ᜔   ᜋᜌ᜔
ᜆᜆ᜔ᜎ᜕ᜉ᜔   ᜉ᜕ᜈ᜔ᜆ᜕ᜐ᜔   ᜃ","Kapag na shoot mo ang bola sa linya na eto ay may tatlong puntos ka."
